source_id,url,price_man_yen,layout,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,luxury_bathroom,luxury_bedroom,luxury_floor_plan,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_floor_plan,brightness_kitchen,brightness_living_room,brightness_toilet,modernity_bathroom,modernity_bedroom,modernity_floor_plan,modernity_kitchen,modernity_living_room,modernity_toilet
20277732,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20277732/,2390.0,2LDK,52.89,1989,4.0,4.0,東京都足立区六月１ [ ■ 周辺環境 ],竹ノ塚駅,16.0,24,0.4578125,0.34765625,-1000.0,0.408203125,,0.4375,0.775,0.77734375,-1000.0,0.896484375,,0.65234375,0.9921875,0.99609375,-1000.0,0.994140625,,0.9921875
20332918,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/,1580.0,1DK,29.16,1976,6.0,9.0,東京都足立区東和５ [ ■ 周辺環境 ],北綾瀬駅,12.0,31,0.46875,0.294921875,-1000.0,0.376953125,,0.53125,0.560546875,0.7236328125,-1000.0,0.7177734375,,0.65234375,0.994140625,0.9970703125,-1000.0,0.9345703125,,0.984375
20344616,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/,2380.0,2LDK,53.04,1974,3.0,8.0,東京都足立区梅田７-22-9 [ ■ 周辺環境 ],梅島駅,7.0,27,0.3893229166666667,0.5234375,-1000.0,0.5,,0.73046875,0.4739583333333333,0.607421875,-1000.0,0.40625,,0.65234375,0.9947916666666666,0.994140625,-1000.0,0.99609375,,0.98828125
78385243,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/,1700.0,2DK,40.1,1985,1.0,5.0,東京都足立区青井１-16-9 [ ■ 周辺環境 ],青井駅,10.0,11,0.3645833333333333,0.34765625,-1000.0,,,,0.4075520833333333,0.763671875,-1000.0,,,,0.9908854166666666,0.99609375,-1000.0,,,
78151350,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/,1800.0,1DK,26.29,1977,5.0,5.0,東京都文京区小石川５ [ ■ 周辺環境 ],茗荷谷駅,9.0,11,0.392578125,0.30078125,-1000.0,0.23828125,,,0.453125,0.484375,-1000.0,0.53125,,,0.986328125,0.9921875,-1000.0,0.98828125,,
20198657,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/,1880.0,2LDK,51.0,1974,1.0,7.0,東京都板橋区常盤台３ [ ■ 周辺環境 ],上板橋駅,8.0,28,0.4583333333333333,0.423828125,-1000.0,0.36328125,0.70703125,0.65234375,0.7604166666666666,0.822265625,-1000.0,0.654296875,0.806640625,0.796875,0.9921875,0.994140625,-1000.0,0.990234375,0.99609375,0.9921875
20293606,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/,1380.0,2DK,44.36,1974,2.0,6.0,東京都葛飾区金町１ [ ■ 周辺環境 ],金町駅,9.0,14,0.5,0.24609375,-1000.0,0.3203125,,0.26953125,0.4375,0.685546875,-1000.0,0.4375,,0.26953125,0.98046875,0.994140625,-1000.0,0.953125,,0.9609375
20319433,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/,2390.0,1LDK,46.0,1981,7.0,7.0,東京都葛飾区白鳥２ [ ■ 周辺環境 ],お花茶屋駅,7.0,29,0.4700520833333333,,-1000.0,0.53125,0.46875,0.5,0.58203125,,-1000.0,0.5221354166666666,0.70703125,0.62109375,0.9856770833333334,,-1000.0,0.99609375,0.99609375,0.96875
20340557,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20340557/,2380.0,2LDK,61.57,1980,3.0,3.0,東京都葛飾区青戸４ [ ■ 周辺環境 ],青砥駅,9.0,28,,0.28125,-1000.0,,,0.40625,,0.875,-1000.0,,,0.5,,0.98828125,-1000.0,,,0.9765625
20025032,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20025032/,2350.0,1K,26.96,1974,4.0,7.0,東京都港区芝浦２-13-6 [ ■ 周辺環境 ],田町駅,7.0,25,0.306640625,0.5,-1000.0,0.22265625,0.34765625,0.4375,0.576171875,0.802734375,-1000.0,0.796875,0.953125,0.5625,0.984375,0.9296875,-1000.0,0.9921875,0.953125,0.9765625
78328315,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_78328315/,1580.0,2DK,37.57,1969,4.0,4.0,東京都中野区沼袋３-23-2 [ ■ 周辺環境 ],沼袋駅,5.0,24,0.4075520833333333,0.3486328125,-1000.0,0.4231770833333333,,,0.5091145833333334,0.7333984375,-1000.0,0.7278645833333334,,,0.9895833333333334,0.9951171875,-1000.0,0.99609375,,
20139608,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20139608/,1380.0,2K,29.9,1980,4.0,4.0,東京都練馬区貫井３ [ ■ 周辺環境 ],富士見台駅,2.0,21,0.40625,0.49296875,-1000.0,0.4765625,,0.40625,0.6796875,0.78125,-1000.0,0.6611328125,,0.53125,0.9765625,0.98359375,-1000.0,0.994140625,,0.98046875
77672802,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_77672802/,1880.0,1LDK,38.98,1968,1.0,8.0,東京都練馬区貫井３-14-12 [ ■ 周辺環境 ],富士見台駅,2.0,22,0.46875,0.21484375,-1000.0,0.24609375,,0.4375,0.546875,0.71484375,-1000.0,0.5625,,0.90625,0.994140625,0.99609375,-1000.0,1.0,,0.9921875
79073711,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79073711/,1780.0,1LDK,36.4,1976,3.0,3.0,東京都練馬区谷原５ [ ■ 周辺環境 ],石神井公園駅,18.0,26,0.625,0.203125,-1000.0,0.5,0.46875,0.62109375,0.7213541666666666,0.62109375,-1000.0,0.515625,0.6875,0.65234375,0.9700520833333334,0.99609375,-1000.0,0.99609375,0.99609375,0.984375
79127288,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79127288/,1780.0,1LDK,34.02,1970,2.0,7.0,東京都練馬区東大泉１ [ ■ 周辺環境 ],大泉学園駅,5.0,28,0.53125,0.318359375,-1000.0,0.4921875,0.37890625,,0.494140625,0.642578125,-1000.0,0.4951171875,0.8671875,,0.99609375,0.99609375,-1000.0,0.998046875,0.99609375,
20314925,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20314925/,1880.0,1DK,32.06,1976,2.0,3.0,東京都大田区仲六郷１ [ ■ 周辺環境 ],雑色駅,5.0,27,0.6692708333333334,0.166015625,-1000.0,0.38037109375,,0.65234375,0.6197916666666666,0.716796875,-1000.0,0.7138671875,,0.81640625,0.9908854166666666,0.998046875,-1000.0,0.986328125,,0.9921875
78674406,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78674406/,2280.0,1LDK,41.31,1972,1.0,10.0,東京都大田区千鳥１-25-5 [ ■ 周辺環境 ],千鳥町駅,3.0,10,0.44140625,0.40625,-1000.0,0.65234375,,,0.57421875,0.65234375,-1000.0,0.40625,,,0.98828125,1.0,-1000.0,0.984375,,
20336454,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20336454/,2180.0,2DK,37.68,1966,4.0,4.0,東京都世田谷区若林５ [ ■ 周辺環境 ],若林駅,5.0,30,0.5,0.2578125,-1000.0,0.48046875,,0.59375,0.484375,0.71875,-1000.0,0.71875,,0.6796875,0.99609375,0.998046875,-1000.0,0.9895833333333334,,0.984375
20031008,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20031008/,2400.0,3LDK,68.04,1977,12.0,14.0,東京都足立区大谷田２ [ ■ 周辺環境 ],北綾瀬駅,22.0,28,0.337890625,0.3296875,-1000.0,0.423828125,,0.46875,0.845703125,0.86953125,-1000.0,0.611328125,,0.62109375,0.9921875,0.99375,-1000.0,0.9892578125,,0.99609375
20115854,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20115854/,2590.0,1LDK,56.61,1976,3.0,11.0,東京都足立区中央本町３ [ ■ 周辺環境 ],五反野駅,11.0,25,0.70703125,0.26953125,-1000.0,0.646484375,,0.59375,0.73046875,0.8359375,-1000.0,0.69140625,,0.75390625,0.9921875,0.99609375,-1000.0,0.998046875,,0.98046875
20321207,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20321207/,2399.0,1LDK,40.03,1990,2.0,5.0,東京都足立区西綾瀬１ [ ■ 周辺環境 ],小菅駅,5.0,26,0.5,0.18359375,-1000.0,0.62109375,,0.46875,0.63671875,0.70703125,-1000.0,0.70703125,,0.5,0.990234375,0.99609375,-1000.0,0.99609375,,0.9765625
20331076,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20331076/,2398.0,2LDK,61.6,1983,4.0,8.0,東京都足立区保木間１ [ ■ 周辺環境 ],竹ノ塚駅,20.0,29,0.546875,,-1000.0,0.5,,0.5625,0.673828125,,-1000.0,0.654296875,,0.62109375,0.994140625,,-1000.0,0.990234375,,0.984375
20340216,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20340216/,2400.0,3LDK,61.56,1991,7.0,10.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,8.0,28,0.59375,0.376953125,-1000.0,0.4453125,,0.40625,0.94140625,0.861328125,-1000.0,0.443359375,,0.5,0.9921875,0.9765625,-1000.0,0.822265625,,0.9765625
20344541,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344541/,2680.0,1DK,37.27,1989,2.0,3.0,東京都足立区綾瀬６ [ ■ 周辺環境 ],綾瀬駅,14.0,27,0.513671875,0.3515625,-1000.0,0.72265625,0.37890625,0.40625,0.81640625,0.76171875,-1000.0,0.61328125,0.73046875,0.5,0.986328125,0.9947916666666666,-1000.0,0.9986979166666666,0.96875,0.9765625
78562693,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78562693/,2580.0,1LDK,59.53,1989,4.0,4.0,東京都足立区六月１-36-20 [ ■ 周辺環境 ],竹ノ塚駅,14.0,19,0.423828125,0.328125,-1000.0,0.32421875,0.1484375,,0.3125,0.4931640625,-1000.0,0.1953125,0.26953125,,0.986328125,0.9951171875,-1000.0,0.97265625,0.99609375,
78773318,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78773318/,2480.0,3LDK,61.82,1977,7.0,8.0,東京都足立区中川４ [ ■ 周辺環境 ],亀有駅,14.0,23,0.5416666666666666,0.70703125,-1000.0,0.53125,0.26953125,,0.62109375,0.4375,-1000.0,0.5,0.70703125,,0.9583333333333334,1.0,-1000.0,0.9921875,0.99609375,
79044265,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79044265/,2600.0,2DK,55.17,1983,10.0,11.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,4.0,30,0.39453125,0.3776041666666667,-1000.0,0.32421875,,,0.580078125,0.8020833333333334,-1000.0,0.625,,,0.9921875,0.9947916666666666,-1000.0,0.9622395833333334,,
77620806,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_77620806/,2580.0,2LDK,60.01,1974,4.0,5.0,東京都江戸川区平井３ [ ■ 周辺環境 ],平井駅,5.0,26,0.5185546875,0.2955729166666667,-1000.0,0.4921875,,,0.541015625,0.6028645833333334,-1000.0,0.4401041666666667,,,0.994140625,0.99609375,-1000.0,0.9869791666666666,,
20177669,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20177669/,2500.0,2LDK,47.51,1967,4.0,9.0,東京都板橋区上板橋３ [ ■ 周辺環境 ],上板橋駅,2.0,17,0.5625,0.1484375,-1000.0,0.4244791666666667,,,0.5625,0.70703125,-1000.0,0.6315104166666666,,,1.0,0.99609375,-1000.0,0.9908854166666666,,
78439456,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78439456/,2680.0,2LDK,49.15,1982,2.0,5.0,東京都板橋区蓮根１ [ ■ 周辺環境 ],蓮根駅,10.0,28,0.48828125,0.16796875,-1000.0,0.3997395833333333,0.28515625,0.29296875,0.7291666666666666,0.8359375,-1000.0,0.7083333333333334,0.7994791666666666,0.671875,0.9856770833333334,0.990234375,-1000.0,0.9934895833333334,0.9908854166666666,0.8958333333333334
78764378,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78764378/,2480.0,2DK,44.73,1985,5.0,7.0,東京都葛飾区東堀切３-20-7 [ ■ 周辺環境 ],お花茶屋駅,12.0,24,0.693359375,0.2578125,-1000.0,0.49609375,0.34765625,,0.412109375,0.857421875,-1000.0,0.6380208333333334,0.70703125,,0.99609375,0.99609375,-1000.0,0.9895833333333334,0.9921875,
78913409,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78913409/,2399.0,1LDK,44.55,1974,4.0,6.0,東京都葛飾区金町１ [ ■ 周辺環境 ],京成金町駅,9.0,26,0.4895833333333333,,-1000.0,0.5,0.4375,,0.7486979166666666,,-1000.0,0.875,0.8671875,,0.9934895833333334,,-1000.0,0.99609375,0.9921875,
78293956,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78293956/,2580.0,1DK,27.44,1977,5.0,7.0,東京都港区芝浦４ [ ■ 周辺環境 ],田町駅,9.0,22,0.28515625,0.23046875,-1000.0,0.29296875,,,0.689453125,0.8815104166666666,-1000.0,0.62109375,,,0.98046875,0.9947916666666666,-1000.0,0.9921875,,
20108833,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20108833/,2390.0,1LDK,31.08,1986,3.0,4.0,東京都練馬区北町５-12-23 [ ■ 周辺環境 ],東武練馬駅,11.0,31,0.6796875,,-1000.0,0.3229166666666667,,,0.576171875,,-1000.0,0.5729166666666666,,,0.9921875,,-1000.0,0.9921875,,
77967150,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_77967150/,2450.0,1LDK,46.6,1974,3.0,7.0,東京都練馬区豊玉北３-15-3 [ ■ 周辺環境 ],桜台駅,11.0,23,0.5208333333333334,0.36328125,-1000.0,0.4541015625,0.3203125,0.53125,0.7877604166666666,0.939453125,-1000.0,0.857421875,0.90625,0.62109375,0.9947916666666666,0.99609375,-1000.0,0.998046875,0.99609375,0.9921875
78325461,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78325461/,2580.0,1LDK,39.92,1975,2.0,14.0,東京都練馬区練馬３-1-8 [ ■ 周辺環境 ],練馬駅,4.0,25,0.60703125,0.341796875,-1000.0,0.46875,,0.5625,0.5109375,0.84375,-1000.0,0.5625,,0.5,0.98828125,0.99609375,-1000.0,0.994140625,,0.99609375
20054735,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20054735/,2580.0,1K,35.03,1971,5.0,1.0,東京都大田区北千束３-16-19 [ ■ 周辺環境 ],大岡山駅,3.0,21,0.4635416666666667,0.333984375,-1000.0,0.513671875,0.3203125,0.37890625,0.4713541666666667,0.875,-1000.0,0.388671875,0.77734375,0.4375,0.9934895833333334,0.990234375,-1000.0,0.9765625,0.99609375,0.9921875
20233419,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20233419/,2499.0,1LDK,33.44,1984,1.0,5.0,東京都世田谷区鎌田３ [ ■ 周辺環境 ],二子玉川駅,13.0,23,0.71484375,0.5,-1000.0,0.75390625,,0.5,0.515625,0.716796875,-1000.0,0.62109375,,0.53125,0.994140625,0.994140625,-1000.0,0.98828125,,0.9921875
20293411,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20293411/,2499.0,1LDK,33.44,1984,1.0,5.0,東京都世田谷区鎌田３ [ ■ 周辺環境 ],二子玉川駅,13.0,27,0.75390625,0.53125,-1000.0,0.626953125,,0.271484375,0.53125,0.8359375,-1000.0,0.8681640625,,0.783203125,0.98828125,0.98828125,-1000.0,0.9775390625,,0.984375
78649899,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78649899/,2480.0,1LDK,42.53,1973,3.0,4.0,東京都世田谷区桜丘４ [ ■ 周辺環境 ],千歳船橋駅,15.0,29,0.505859375,0.24609375,-1000.0,0.400390625,,,0.515625,0.6796875,-1000.0,0.5703125,,,0.9853515625,0.9921875,-1000.0,0.9853515625,,
20355018,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20355018/,2500.0,1DK,31.9,1977,7.0,8.0,東京都渋谷区幡ヶ谷２ [ ■ 周辺環境 ],幡ヶ谷駅,5.0,21,0.4700520833333333,0.3486328125,-1000.0,0.36328125,,,0.5794270833333334,0.751953125,-1000.0,0.7265625,,,0.99609375,0.9970703125,-1000.0,0.99609375,,
78309826,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78309826/,2680.0,1DK,26.35,1979,3.0,10.0,東京都品川区西五反田２-15-2 [ ■ 周辺環境 ],五反田駅,4.0,34,0.36328125,0.34765625,-1000.0,0.5203125,,,0.515625,0.73046875,-1000.0,0.475,,,0.99609375,0.99609375,-1000.0,0.98984375,,
20060728,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20060728/,2480.0,1LDK,36.54,1969,3.0,7.0,東京都杉並区西荻北４ [ ■ 周辺環境 ],西荻窪駅,6.0,32,0.4619140625,0.3203125,-1000.0,0.333984375,0.423828125,,0.4619140625,0.75390625,-1000.0,0.349609375,0.814453125,,0.9892578125,0.99609375,-1000.0,0.994140625,0.994140625,
20040373,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20040373/,2790.0,1LDK,37.72,2019,2.0,9.0,東京都足立区入谷２ [ ■ 周辺環境 ],舎人駅,12.0,27,0.65546875,,-1000.0,,,,0.47734375,,-1000.0,,,,0.9890625,,-1000.0,,,
20112549,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20112549/,2698.0,2LDK,60.75,1985,1.0,5.0,東京都足立区栗原４ [ ■ 周辺環境 ],西新井駅,14.0,28,0.455078125,,-1000.0,0.5625,0.328125,0.484375,0.5234375,,-1000.0,0.70703125,0.75390625,0.669921875,0.99609375,,-1000.0,0.9921875,0.9931640625,0.982421875
20209274,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20209274/,2890.0,3LDK,60.18,1988,4.0,11.0,東京都足立区一ツ家２ [ ■ 周辺環境 ],六町駅,15.0,33,0.66015625,0.388671875,-1000.0,0.46484375,0.46875,0.70703125,0.634765625,0.841796875,-1000.0,0.681640625,0.9453125,0.62109375,0.98828125,0.998046875,-1000.0,0.90234375,1.0,0.97265625
20223754,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20223754/,2780.0,2LDK,60.48,1983,9.0,11.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,4.0,21,0.408203125,0.3294270833333333,-1000.0,0.37890625,0.4541015625,,0.669921875,0.7591145833333334,-1000.0,0.578125,0.6845703125,,0.990234375,0.99609375,-1000.0,0.95703125,0.9951171875,
78066270,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78066270/,2699.0,2LDK,59.13,1985,4.0,6.0,東京都足立区綾瀬７ [ ■ 周辺環境 ],北綾瀬駅,10.0,24,0.5546875,0.30078125,-1000.0,0.5748697916666666,,0.59375,0.6276041666666666,0.873046875,-1000.0,0.7447916666666666,,0.73046875,0.9934895833333334,0.994140625,-1000.0,0.990234375,,0.9921875
78385251,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385251/,2790.0,1LDK,37.72,2019,2.0,9.0,東京都足立区入谷２-23-8 [ ■ 周辺環境 ],舎人駅,12.0,16,0.46875,0.408203125,-1000.0,0.515625,,0.40625,0.3828125,0.484375,-1000.0,0.30078125,,0.46875,0.974609375,0.96875,-1000.0,0.96484375,,0.98046875
20348479,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20348479/,2888.0,3LDK,83.64,1997,6.0,14.0,東京都荒川区荒川８ [ ■ 周辺環境 ],町屋駅,13.0,32,0.57421875,0.26171875,-1000.0,0.57421875,0.24609375,,0.69140625,0.62109375,-1000.0,0.56640625,0.6796875,,0.9921875,0.9908854166666666,-1000.0,0.9921875,0.9921875,
20138462,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20138462/,2800.0,2LDK,40.5,1980,4.0,10.0,東京都板橋区大山金井町 [ ■ 周辺環境 ],大山駅,8.0,26,0.4791666666666667,0.21015625,-1000.0,0.3427734375,,,0.7513020833333334,0.834375,-1000.0,0.7470703125,,,0.9856770833333334,0.99765625,-1000.0,0.994140625,,
20354052,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20354052/,2780.0,2LDK,52.2,1984,1.0,5.0,東京都板橋区相生町7-7 [ ■ 周辺環境 ],志村三丁目駅,7.0,31,0.37890625,0.302734375,-1000.0,0.5,,0.59375,0.70703125,0.84765625,-1000.0,0.7799479166666666,,0.8359375,0.9765625,0.9931640625,-1000.0,0.9921875,,0.98828125
20263767,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20263767/,2780.0,3LDK,57.68,1980,7.0,7.0,東京都葛飾区柴又４ [ ■ 周辺環境 ],柴又駅,7.0,28,0.3984375,0.4603794642857143,-1000.0,0.5260416666666666,0.453125,0.53125,0.6940104166666666,0.8649553571428571,-1000.0,0.5,0.890625,0.5,0.9895833333333334,0.9955357142857143,-1000.0,0.9856770833333334,0.990234375,1.0
20264317,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20264317/,2880.0,1LDK,55.75,2008,2.0,7.0,東京都葛飾区堀切８ [ ■ 周辺環境 ],綾瀬駅,15.0,28,0.4501953125,0.2578125,-1000.0,0.359375,0.533203125,0.5,0.634765625,0.837890625,-1000.0,0.6276041666666666,0.796875,0.8359375,0.9912109375,0.984375,-1000.0,0.9869791666666666,0.99609375,0.96875
77633566,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_77633566/,2780.0,2DK,60.23,1988,1.0,5.0,東京都葛飾区細田３ [ ■ 周辺環境 ],京成高砂駅,10.0,23,0.4583333333333333,0.3268229166666667,-1000.0,0.34765625,,,0.6002604166666666,0.7057291666666666,-1000.0,0.4375,,,0.9856770833333334,0.98828125,-1000.0,0.98828125,,
79014745,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_79014745/,2780.0,2LDK,53.72,1981,2.0,7.0,東京都葛飾区東四つ木１-17-9 [ ■ 周辺環境 ],四ツ木駅,12.0,27,0.46875,0.234375,-1000.0,0.3935546875,,,0.7552083333333334,0.85546875,-1000.0,0.91015625,,,0.98828125,0.994140625,-1000.0,0.9970703125,,
20312408,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20312408/,2799.0,1LDK,37.89,1991,3.0,5.0,東京都練馬区南田中５ [ ■ 周辺環境 ],練馬高野台駅,6.0,27,0.51171875,0.37890625,-1000.0,0.392578125,0.24609375,0.6796875,0.759765625,0.70703125,-1000.0,0.85546875,0.70703125,0.796875,0.986328125,0.99609375,-1000.0,0.9921875,0.99609375,0.9921875
78582041,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78582041/,2780.0,1DK,39.62,1981,10.0,10.0,東京都練馬区桜台４-1-6 [ ■ 周辺環境 ],桜台駅,2.0,25,0.439453125,0.369140625,-1000.0,0.37890625,0.4375,0.4375,0.576171875,0.7421875,-1000.0,0.59375,0.65234375,0.62109375,0.990234375,0.99609375,-1000.0,0.99609375,0.99609375,0.990234375
78818245,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78818245/,2880.0,3DK,53.36,1992,3.0,5.0,東京都練馬区谷原６ [ ■ 周辺環境 ],石神井公園駅,19.0,28,0.796875,0.4583333333333333,-1000.0,0.56796875,,0.5625,0.4375,0.80859375,-1000.0,0.72578125,,0.65234375,0.98828125,0.99609375,-1000.0,0.99296875,,0.984375
78958091,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78958091/,2890.0,1LDK,34.65,1991,4.0,4.0,東京都練馬区貫井２-23-3 [ ■ 周辺環境 ],中村橋駅,8.0,25,0.53125,0.349609375,-1000.0,0.453125,0.392578125,0.5625,0.65234375,0.84765625,-1000.0,0.76171875,0.91796875,0.70703125,0.9895833333333334,1.0,-1000.0,0.994140625,0.998046875,0.9921875
79071565,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79071565/,2799.0,1LDK,37.89,1991,3.0,5.0,東京都練馬区南田中５-3-20 [ ■ 周辺環境 ],練馬高野台駅,6.0,23,0.58203125,0.36328125,-1000.0,0.29296875,,,0.5403645833333334,0.765625,-1000.0,0.53125,,,0.9934895833333334,1.0,-1000.0,0.99609375,,
20265752,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20265752/,2680.0,1DK,36.45,1970,4.0,7.0,東京都世田谷区桜３ [ ■ 周辺環境 ],上町駅,15.0,33,0.5794270833333334,0.62109375,-1000.0,0.546875,0.6796875,0.5625,0.7356770833333334,0.75390625,-1000.0,0.6318359375,0.70703125,0.5625,0.9791666666666666,0.99609375,-1000.0,0.990234375,0.9921875,0.98046875
20323854,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20323854/,2880.0,1LDK,57.54,1968,3.0,5.0,東京都世田谷区成城１-9-1 [ ■ 周辺環境 ],成城学園前駅,10.0,30,0.3541666666666667,0.328125,-1000.0,0.36328125,,,0.5377604166666666,0.82421875,-1000.0,0.8212890625,,,0.97265625,0.984375,-1000.0,0.994140625,,
20211336,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20211336/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３ [ ■ 周辺環境 ],田原町駅,2.0,28,0.3580729166666667,0.29296875,-1000.0,0.5078125,0.29296875,0.70703125,0.7890625,0.8671875,-1000.0,0.810546875,0.81640625,0.81640625,0.9908854166666666,0.9921875,-1000.0,0.98828125,0.99609375,0.9765625
20264245,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20264245/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３ [ ■ 周辺環境 ],田原町駅,2.0,30,0.3893229166666667,0.296875,-1000.0,0.5625,0.306640625,0.59375,0.6614583333333334,0.76171875,-1000.0,0.5,0.63671875,0.65234375,0.9921875,0.9908854166666666,-1000.0,0.99609375,0.990234375,0.93359375
20323918,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20323918/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３-9-5 [ ■ 周辺環境 ],田原町駅,2.0,33,0.70703125,0.3037109375,-1000.0,0.4270833333333333,0.53125,0.6796875,0.46875,0.83056640625,-1000.0,0.4973958333333333,0.75390625,0.65234375,0.9921875,0.99267578125,-1000.0,0.9921875,0.984375,0.98046875
20179214,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20179214/,2980.0,3LDK,62.1,1979,1.0,6.0,東京都足立区江北４-29-12 [ ■ 周辺環境 ],江北駅,4.0,26,0.42578125,0.3359375,-1000.0,0.3828125,,,0.650390625,0.85546875,-1000.0,0.70390625,,,0.994140625,0.998046875,-1000.0,0.984375,,
20193280,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20193280/,2899.0,2LDK,53.76,1996,7.0,7.0,東京都足立区鹿浜６ [ ■ 周辺環境 ],西新井大師西駅,13.0,23,0.396484375,0.28125,-1000.0,0.513671875,0.408203125,0.5,0.75390625,0.765625,-1000.0,0.576171875,0.591796875,0.75390625,0.9921875,0.990234375,-1000.0,0.98828125,0.99609375,0.99609375
20264121,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20264121/,2990.0,3LDK,63.35,1991,2.0,7.0,東京都足立区大谷田２ [ ■ 周辺環境 ],北綾瀬駅,19.0,28,0.486328125,0.35390625,-1000.0,0.515625,0.439453125,0.546875,0.765625,0.80234375,-1000.0,0.81640625,0.857421875,0.759765625,0.9921875,0.99765625,-1000.0,0.9921875,0.994140625,0.994140625
